date,AAPL,AMT,BA,BAC,CAT,CSCO,CVX,DIS,DUK,GE,GOOGL,GS,HD,INTC,JNJ,JPM,KO,MCD,MMM,MSFT,NEE,NKE,PFE,PG,T,UNH,VZ,WFC,WMT,XOM
2014-03-07,75.7771,81.31,128.54,17.33,97.05,21.73,115.08,82.21,70.06,26.13,608.0024,174.26,82.55,24.64,93.32,59.4,38.55,95.5,134.11,37.9,91.8,39.73,32.43,78.38,32.54,77.4,47.15,47.95,74.58,94.99
2014-03-10,75.8456,81.18,126.89,17.47,96.75,21.69,115.84,81.97,69.62,26.04,606.3908,173.51,82.18,24.84,93.45,59.2,38.65,95.2,133.56,37.82,91.18,39.49,32.39,78.53,32.51,77.88,47.03,48.15,74.43,95.5
2014-03-11,76.5842,81.7,125.67,17.27,96.84,21.61,114.51,81.05,69.47,25.9,600.595,169.89,81.29,24.73,93.49,58.19,38.8,98.78,132.51,38.02,90.96,39.4,32.42,78.95,32.23,77.78,46.7,47.81,74.92,94.01
2014-03-12,76.6585,80.84,124.43,17.28,96.82,21.82,115.65,81.38,70.36,25.76,604.2536,169.72,80.56,24.76,93.6,57.92,38.47,98.71,132.57,38.27,92.19,39.485,31.98,79.24,32.38,77.6,46.36,48.12,75.53,94.21
2014-03-13,75.8071,80.35,121.89,17.16,95.61,21.52,114.45,79.93,70.57,25.34,595.1245,166.7,78.8,24.57,93.0,57.42,37.97,97.37,130.81,37.89,93.78,39.265,31.12,79.19,32.35,77.01,46.03,47.84,74.93,93.64
2014-03-14,74.9556,80.39,123.11,16.8,95.39,21.3499,114.1,80.07,70.7,25.11,586.9864,165.35,79.38,24.5,92.81,56.8,38.17,97.58,129.83,37.7,94.26,39.16,31.23,78.98,32.49,75.7,46.08,47.4,74.28,93.47
2014-03-17,75.2485,81.74,125.42,17.11,95.67,21.51,115.07,81.39,71.1,25.43,596.646,166.84,79.58,24.7,93.93,57.58,38.27,97.6,132.27,38.05,94.81,39.49,31.42,79.84,32.89,76.76,46.31,48.13,74.68,94.32
2014-03-18,75.9142,81.8,124.04,17.19,96.41,21.63,116.24,81.99,70.24,25.65,606.2356,168.09,79.82,24.82,93.94,58.06,38.4,97.31,132.74,39.55,94.47,39.82,31.93,79.77,32.98,78.0,46.7,48.4,74.77,94.71
2014-03-19,75.8942,80.68,122.24,17.44,96.04,21.63,115.2,80.52,68.71,25.28,600.2246,168.18,79.75,25.02,93.59,58.3,38.14,96.1,131.23,39.27,93.3,39.575,31.71,78.78,32.96,79.96,46.36,47.81,74.38,93.73
2014-03-20,75.5285,81.23,123.73,17.92,96.21,21.83,115.51,80.81,69.17,25.27,599.1786,169.22,80.09,25.425,94.12,60.11,38.45,96.6,132.43,40.33,93.54,39.635,31.91,78.32,34.09,81.53,47.21,49.03,75.38,94.58
2014-03-21,76.1242,81.07,122.58,17.56,97.39,21.64,115.63,80.35,69.08,25.4,592.1115,166.95,80.42,25.17,95.93,60.17,38.44,95.47,133.12,40.16,94.57,37.605,32.18,77.88,34.3,81.34,46.91,49.12,76.1,94.31
2014-03-24,77.0271,80.9,123.42,17.37,96.85,21.57,115.85,79.49,69.32,25.41,579.544,165.72,79.66,25.12,95.2,61.07,38.4,96.18,132.42,40.5,94.08,37.43,31.49,79.3,34.46,81.28,47.01,48.98,76.76,94.64
2014-03-25,77.8556,81.71,124.02,17.21,98.59,22.34,117.09,79.55,69.92,25.7,579.9394,163.25,79.47,25.46,97.38,60.93,38.62,95.91,134.06,40.34,94.57,36.825,31.82,79.81,34.72,81.1,47.22,48.96,76.87,94.91
2014-03-26,77.1114,80.81,123.53,17.18,97.8,22.32,117.71,78.62,69.5,25.62,566.551,161.73,78.87,25.3772,97.05,59.9,38.61,95.84,133.09,39.79,93.88,36.61,32.18,79.5,34.61,81.54,47.01,48.5,76.23,94.7
2014-03-27,76.7799,80.67,123.21,17.01,98.45,22.02,117.67,78.48,70.42,25.81,557.6971,162.29,78.68,25.31,97.28,59.92,38.82,96.16,132.84,39.36,94.61,36.66,32.1,79.65,34.96,81.02,47.69,49.1,76.14,96.24
2014-03-28,76.6942,82.13,124.46,16.98,99.39,22.33,118.5,78.99,70.44,25.88,560.6351,162.3,78.72,25.62,97.44,60.04,38.95,97.24,134.2,40.3,94.72,36.77,31.88,79.76,35.07,81.62,47.42,49.29,76.01,97.7
2014-03-31,76.6771,81.87,125.49,17.2,99.37,22.415,118.91,80.07,71.22,25.89,557.8123,163.85,79.13,25.814,98.23,60.71,38.66,98.03,135.66,40.99,95.62,36.93,32.12,80.6,35.07,81.99,47.57,49.74,76.43,97.68
2014-04-01,77.3785,81.61,128.21,17.34,99.81,23.1,119.0,81.57,70.67,25.87,568.0124,165.92,79.38,25.99,97.94,60.67,38.41,97.9,136.53,41.42,94.86,37.195,31.95,80.34,35.09,81.84,47.75,49.77,76.77,97.73
2014-04-02,77.5071,81.27,128.31,17.23,102.63,22.99,119.35,81.67,70.26,26.04,568.1176,167.27,79.95,25.89,98.23,60.48,38.33,97.59,136.0,41.35,94.04,37.27,32.29,80.13,35.37,81.61,47.82,49.76,77.18,97.95
2014-04-03,76.9699,81.25,128.78,17.15,102.55,23.09,119.04,81.69,70.45,26.23,571.5,166.09,79.4,26.41,98.26,60.66,38.07,97.66,136.14,41.01,94.6,36.995,32.4,80.1,35.63,82.25,48.12,49.83,77.46,97.93
2014-04-04,75.9742,80.73,127.38,16.72,102.17,22.7117,118.8,80.43,70.49,26.02,545.25,163.24,78.72,26.16,98.42,59.81,38.22,97.87,135.86,39.87,95.01,36.42,32.16,79.77,35.55,81.53,48.04,49.56,77.31,97.36
2014-04-07,74.7814,80.67,125.59,16.38,101.11,22.85,117.34,79.13,71.14,25.85,540.63,158.56,77.13,26.485,97.89,59.0,38.62,97.01,134.4,39.8,93.9,35.415,31.2,80.49,35.49,81.08,48.12,48.66,77.31,96.78
2014-04-08,74.7771,81.5,124.15,16.44,102.39,22.94,117.8,79.57,72.51,25.75,557.51,156.56,77.11,26.91,98.06,58.85,38.9,98.08,134.84,39.82,96.5,36.46,30.87,81.35,35.27,80.66,48.21,48.83,78.18,97.45
2014-04-09,75.7599,81.87,126.88,16.62,102.99,23.12,119.1,80.47,71.82,25.95,567.04,158.16,77.76,26.98,98.95,59.27,38.99,98.35,135.84,40.47,96.43,36.78,31.23,81.49,34.92,81.39,47.98,49.1,77.97,97.33
2014-04-10,74.7828,81.55,123.64,16.12,102.26,22.65,116.69,77.51,71.59,25.58,546.69,155.98,76.78,26.425,96.54,57.4,38.89,99.43,133.97,39.36,95.77,36.225,30.61,81.09,35.12,79.99,47.47,47.71,76.89,96.78
2014-04-11,74.2299,80.55,122.07,15.77,101.45,22.46,117.03,77.01,71.84,25.43,537.76,152.72,75.7,26.1799,96.87,55.3,38.63,99.29,132.39,39.209,95.15,35.625,29.86,80.76,35.2,78.95,47.07,48.08,76.5,96.72
2014-04-14,74.5256,81.31,123.25,16.0,102.78,22.85,118.7,77.62,72.07,25.71,545.2,154.74,75.97,26.56,97.14,54.96,38.73,100.11,133.15,39.18,96.11,36.19,29.87,80.81,35.36,79.18,47.27,48.11,77.38,97.86
2014-04-15,73.9942,81.68,124.27,16.39,102.5,22.89,120.3,77.66,72.81,25.82,548.7,154.92,75.89,26.77,99.2,54.8,40.18,100.83,134.09,39.75,97.24,36.14,29.89,80.84,35.68,79.51,46.92,48.78,76.88,98.68
2014-04-16,74.1442,82.38,126.04,16.13,102.93,23.03,121.83,78.95,73.23,26.12,563.9,157.22,76.58,26.93,98.75,55.26,40.59,100.83,136.77,40.4,97.91,36.55,30.09,81.65,36.1,78.19,47.1,49.09,77.22,99.94
2014-04-17,74.9914,82.65,127.92,16.15,102.83,23.21,123.68,79.99,72.57,26.56,543.34,157.44,77.09,27.04,98.96,55.22,40.72,100.25,137.73,40.01,96.59,37.015,30.25,81.76,36.04,75.78,47.6,48.93,77.66,100.42
2014-04-21,75.8814,83.09,127.82,16.09,102.64,23.4,124.24,79.11,72.46,26.59,539.37,157.8,77.96,26.95,100.0,55.03,40.75,99.67,138.62,39.94,96.68,36.95,30.86,81.56,36.06,74.95,47.98,49.12,77.6,100.93
2014-04-22,75.9569,83.93,127.55,16.29,103.69,23.52,124.0,79.45,72.79,26.58,545.5,160.46,79.67,26.84,100.18,55.81,40.71,99.32,138.89,39.99,96.35,37.175,31.0,81.25,36.29,75.76,47.92,49.23,77.56,100.37
2014-04-23,74.9642,84.03,130.63,16.37,103.38,23.5,124.69,79.52,72.61,26.42,537.51,160.45,78.52,26.75,100.22,56.05,40.73,99.13,137.99,39.69,96.47,37.05,30.92,80.36,34.92,75.33,47.43,49.59,78.04,100.5
2014-04-24,81.1099,83.56,129.86,16.34,105.28,23.33,124.3,79.59,73.06,26.46,534.44,160.85,79.77,26.75,99.96,56.19,40.7,99.84,136.65,39.86,96.69,36.695,30.71,81.15,34.5,76.59,46.28,49.32,78.31,100.01
2014-04-25,81.7056,83.08,128.66,15.95,104.69,23.0,123.99,78.23,74.0,26.6,523.1,158.24,79.38,26.26,99.79,55.7,41.01,100.73,136.56,39.91,97.67,36.35,30.75,81.41,34.49,75.66,45.94,49.05,78.62,100.41
2014-04-28,84.8699,83.46,127.04,14.95,104.26,23.02,125.73,77.78,74.8,26.78,522.98,156.54,80.17,26.33,101.34,55.49,41.03,100.31,137.23,40.87,97.27,35.835,32.04,82.94,35.08,75.74,46.6,48.94,79.76,101.17
2014-04-29,84.6185,83.0,128.37,15.24,105.3,23.16,125.97,78.64,74.53,26.76,536.33,158.24,79.52,26.48,101.03,56.1,40.57,101.5,137.55,40.51,97.97,36.24,31.76,82.44,35.42,75.2,46.77,49.47,79.67,101.45
2014-04-30,84.2985,83.52,129.02,15.14,105.4,23.11,125.52,79.34,74.49,26.89,534.88,159.82,79.51,26.69,101.29,55.98,40.79,101.38,139.09,40.4,99.85,36.475,31.28,82.55,35.7,75.04,46.73,49.64,79.71,102.41
2014-05-01,84.4971,86.23,128.46,15.09,105.07,23.01,124.94,79.56,74.58,26.77,538.53,160.37,79.33,26.45,100.53,55.72,40.78,100.96,140.81,40.0,99.97,36.46,31.15,82.34,35.58,74.95,47.22,49.64,79.7,101.41
2014-05-02,84.6542,87.0,129.94,15.25,105.01,22.94,124.72,80.31,72.86,26.68,533.87,158.88,79.4,26.41,99.31,55.58,40.95,101.43,140.12,39.69,97.99,36.495,30.75,81.92,35.63,75.03,47.12,49.58,79.12,102.01
2014-05-05,85.8513,88.4,131.96,15.08,104.52,22.955,125.36,81.22,73.52,26.58,535.33,156.35,78.69,26.17,100.0,54.22,40.76,101.14,140.61,39.43,97.95,36.645,29.96,81.7,35.76,75.23,47.39,49.56,78.62,102.91
2014-05-06,84.9156,87.2,130.83,14.73,103.87,22.72,124.97,81.03,73.07,26.19,522.57,154.54,77.42,26.2,99.51,53.34,40.49,100.95,139.29,39.06,97.86,36.125,29.43,81.13,35.49,75.26,47.47,49.09,78.01,102.67
2014-05-07,84.6185,88.35,130.35,14.8,104.62,22.87,126.23,80.29,73.82,26.53,518.0,155.52,77.08,26.37,100.91,54.05,40.91,101.96,141.14,39.425,99.26,36.09,29.02,82.09,35.76,77.91,48.1,49.39,77.96,103.11
2014-05-08,83.9985,88.25,130.57,14.93,104.94,23.018,125.09,81.6,72.84,26.44,520.17,157.4,77.05,26.34,100.5,54.36,40.73,101.95,140.83,39.64,98.49,36.525,29.17,82.16,36.4,76.89,48.49,49.33,78.69,102.32
2014-05-09,83.6488,88.65,131.1,14.74,105.06,23.02,125.03,81.95,71.98,26.42,526.62,157.2,77.71,26.3,100.91,54.01,40.87,102.93,141.34,39.54,96.92,36.725,29.03,82.39,36.44,76.95,48.48,49.08,79.2,101.95
2014-05-12,84.6899,88.31,132.6,15.07,106.2,23.19,125.24,82.42,71.76,26.85,538.43,159.55,78.27,26.37,100.52,54.65,40.82,102.86,142.82,39.97,95.81,37.315,29.13,81.73,36.57,77.74,48.16,49.76,79.15,102.23
2014-05-13,84.8228,88.53,133.45,15.03,107.15,22.86,125.85,82.08,71.72,26.92,541.54,160.28,77.27,26.45,101.02,54.62,41.11,103.53,142.43,40.42,96.08,37.295,29.2,81.61,36.2,78.04,47.85,49.81,79.14,102.36
2014-05-14,84.8385,88.76,132.99,14.84,106.53,22.8099,126.42,80.92,71.27,26.76,534.41,159.45,76.31,26.33,100.87,54.36,40.89,103.03,141.6,40.24,96.61,36.79,29.1,81.17,36.39,77.17,48.01,49.29,78.74,102.29
2014-05-15,84.1171,88.66,131.21,14.55,104.99,24.18,123.81,80.15,71.38,26.6,529.12,156.64,76.24,26.01,100.69,53.51,40.52,102.5,140.98,39.6,96.27,36.47,29.06,80.53,36.52,76.48,47.96,49.03,76.83,100.78
2014-05-16,85.3585,88.86,130.81,14.51,106.03,24.37,123.18,80.39,71.35,26.67,528.3,156.43,77.36,25.82,100.58,53.31,40.89,103.14,141.13,39.83,96.6,36.97,29.12,80.33,36.74,76.65,49.07,49.08,77.01,100.74
2014-05-19,86.3699,87.84,131.35,14.67,105.39,24.35,122.95,81.05,70.3,26.61,538.83,157.67,76.5,26.04,100.64,53.83,40.71,102.09,141.67,39.75,94.7,37.245,29.28,79.93,36.38,77.2,49.15,49.49,76.61,100.87
2014-05-20,86.3871,88.03,129.58,14.53,101.56,24.12,122.5,81.09,70.09,26.3,540.39,156.35,77.96,26.04,100.25,53.72,40.58,101.53,140.23,39.68,96.33,36.63,29.25,80.23,35.5,76.66,48.65,48.96,75.69,100.67
2014-05-21,86.6156,88.38,130.96,14.61,102.88,24.48,124.16,82.19,69.93,26.49,549.7,159.35,78.08,26.2,101.14,54.12,40.87,102.56,140.66,40.35,96.28,37.105,29.57,80.49,35.27,77.72,49.17,49.67,75.66,102.03
2014-05-22,86.7528,88.46,131.84,14.71,103.08,24.38,123.63,82.35,70.55,26.51,555.45,159.85,78.78,26.15,100.96,54.55,40.58,102.45,140.31,40.1,96.64,37.44,29.66,80.65,35.38,78.34,49.45,49.99,75.39,101.5
2014-05-23,87.7328,88.41,132.41,14.72,104.03,24.52,123.37,83.32,70.28,26.51,563.8,160.16,79.18,26.289,100.98,54.53,40.58,102.0,141.14,40.12,96.46,37.925,29.49,80.52,35.32,78.77,49.74,50.16,75.61,101.32
2014-05-27,89.3756,89.0,134.17,15.22,103.68,24.71,122.84,83.74,70.46,26.57,574.87,161.77,79.69,26.71,100.81,55.14,40.77,102.36,141.44,40.19,96.53,38.305,29.61,80.08,35.21,79.11,49.62,50.55,75.59,101.36
2014-05-28,89.1442,89.19,134.33,15.14,102.91,24.82,122.52,83.6,70.76,26.66,570.45,161.19,79.68,26.88,100.3,55.45,40.58,101.3,141.43,40.01,97.36,38.135,29.61,80.1,35.34,78.58,49.74,50.44,75.53,101.06
2014-05-29,90.7685,89.38,135.14,15.15,103.6,24.68,122.32,84.03,70.93,26.74,570.56,160.74,79.9,26.96,100.76,55.72,40.66,101.34,142.39,40.34,96.55,38.19,29.6,80.4,35.39,79.37,49.72,50.27,75.98,101.27
2014-05-30,90.4285,89.63,135.25,15.14,102.23,24.62,122.79,84.01,71.08,26.79,571.65,159.81,80.23,27.32,101.46,55.57,40.91,101.43,142.55,40.94,97.36,38.455,29.63,80.79,35.47,79.63,49.96,50.78,76.77,100.53
2014-06-02,89.8071,88.39,135.9,15.26,103.76,24.78,122.21,84.27,70.85,26.83,564.34,160.03,80.84,27.26,102.17,55.35,40.86,102.03,142.32,40.79,97.18,38.36,29.71,80.36,35.44,79.47,50.05,51.09,76.76,99.94
2014-06-03,91.0771,88.72,135.88,15.21,104.49,24.675,122.55,83.88,70.7,26.79,554.51,161.8,80.67,27.66,102.46,55.6,40.88,101.45,142.89,40.29,97.16,37.775,29.59,79.93,35.2,79.88,49.29,51.09,76.71,100.39
2014-06-04,92.1171,89.01,135.33,15.21,104.31,24.5,122.35,84.24,71.01,26.55,553.76,162.39,80.54,27.6,102.68,55.68,40.79,102.44,142.26,40.32,97.32,38.065,29.64,79.86,35.05,80.51,49.15,51.04,77.13,100.04
2014-06-05,92.4785,89.73,136.82,15.43,106.96,24.7,123.52,84.78,71.73,26.77,564.93,162.58,80.38,27.66,103.22,56.63,40.89,102.45,143.71,41.21,97.77,37.935,29.76,80.11,35.1,79.8,49.28,51.63,77.32,100.55
2014-06-06,92.2242,90.42,138.25,15.59,108.18,24.83,124.19,84.61,71.34,27.18,566.03,166.19,80.64,28.17,103.18,56.97,40.99,101.96,144.64,41.48,97.44,38.115,29.42,80.03,35.02,79.93,49.42,51.98,77.21,101.6
2014-06-09,93.7,89.66,137.96,15.84,108.75,24.8,124.37,85.48,70.86,27.44,570.73,166.0,80.61,27.91,103.22,57.42,40.91,101.38,145.32,41.27,96.38,38.335,29.35,80.09,35.01,79.76,49.57,52.51,77.01,101.52
2014-06-10,94.25,89.32,137.25,15.92,109.31,25.0,125.34,84.75,70.51,27.41,568.3,166.36,80.74,28.24,104.1,57.9,41.07,100.88,144.97,41.11,95.78,38.155,29.5,80.15,34.94,79.81,49.52,52.59,76.62,101.46
2014-06-11,93.86,88.77,134.1,15.59,108.69,25.04,125.18,84.31,69.63,27.15,567.5,165.43,79.81,27.93,103.32,57.27,40.86,100.42,144.41,40.86,94.9,37.57,29.43,80.06,34.81,80.17,49.37,52.24,76.16,101.95
2014-06-12,92.29,88.24,132.19,15.42,106.65,24.66,126.11,82.8,70.58,26.96,559.5,165.96,78.43,27.96,102.53,57.04,40.42,99.76,143.07,40.58,95.62,37.385,29.45,79.76,34.83,79.44,49.04,51.71,75.73,101.66
2014-06-13,91.28,88.44,132.29,15.44,106.77,24.7,127.26,82.8,70.83,27.04,560.35,165.89,78.07,29.87,102.53,57.04,40.37,100.49,143.36,41.23,96.78,37.31,29.53,79.64,35.03,79.18,49.18,51.9,75.28,102.65
2014-06-16,92.2,87.93,132.54,15.28,106.81,24.53,128.54,83.3,71.12,26.82,552.3,165.85,78.9,30.01,102.45,56.87,40.66,101.1,143.32,41.5,97.16,37.275,29.61,79.69,34.98,78.0,49.31,51.09,75.34,102.92
2014-06-17,92.08,88.23,132.45,15.59,106.67,24.5,128.83,83.16,70.71,26.87,550.615,168.22,80.02,29.95,101.93,57.42,40.92,101.27,143.69,41.68,97.75,37.545,29.48,79.58,35.02,78.17,49.21,51.66,74.99,102.42
2014-06-18,92.18,88.07,132.48,15.65,107.48,24.63,130.28,83.58,72.41,26.89,560.66,169.86,80.71,29.93,102.81,57.78,41.56,101.35,144.33,41.65,99.69,38.105,29.71,79.79,35.2,79.21,49.42,52.04,75.7,102.73
2014-06-19,91.86,88.75,132.82,15.55,107.25,24.71,131.99,83.77,73.23,26.93,564.99,169.73,80.44,30.09,103.81,57.3,41.79,101.91,144.49,41.51,100.16,37.82,29.59,80.24,35.36,80.51,49.47,52.02,75.87,102.63
2014-06-20,90.91,89.1,132.1,15.45,109.38,24.83,132.34,82.82,72.32,26.97,566.52,169.84,80.17,30.2,105.27,57.55,41.69,101.92,145.16,41.68,99.99,37.55,29.78,79.93,35.39,81.41,49.39,52.89,75.68,103.83
2014-06-23,90.83,89.09,130.85,15.64,108.78,24.7,132.98,82.76,72.35,26.68,574.29,170.24,80.64,30.23,104.75,58.19,41.73,101.91,144.09,41.99,99.63,37.725,29.45,79.52,35.39,81.49,49.73,52.98,75.79,104.38
2014-06-24,90.28,89.25,129.15,15.49,107.81,24.53,131.77,82.68,72.36,26.58,572.54,168.23,80.43,30.5,104.59,57.42,41.85,101.47,143.09,41.745,100.73,37.49,29.3,79.01,35.29,81.74,49.28,52.49,75.97,102.73
2014-06-25,90.36,89.28,127.06,15.47,108.44,24.72,131.23,83.9,73.04,26.42,585.93,168.38,80.53,30.88,105.76,57.53,41.96,101.61,143.65,42.03,101.75,38.235,29.8,79.32,35.26,82.34,49.41,52.6,75.62,102.14
2014-06-26,90.9,88.63,128.02,15.41,108.52,24.65,130.92,84.45,73.17,26.29,584.77,168.01,80.75,30.78,105.65,57.39,42.03,101.51,143.73,41.72,101.4,38.43,29.59,78.62,35.26,82.29,49.21,52.37,74.91,102.03
2014-06-27,91.98,89.02,128.54,15.33,108.78,24.7,130.36,85.3,73.7,26.43,585.69,166.78,81.13,30.93,104.99,57.53,42.19,101.46,143.69,42.25,101.6,38.84,29.67,79.02,35.41,82.0,49.32,52.9,75.34,101.21
2014-06-30,92.93,89.98,127.23,15.37,108.67,24.85,130.55,85.74,74.19,26.28,584.67,167.44,80.96,30.9,104.62,57.62,42.36,100.74,143.24,41.7,102.48,38.775,29.68,78.59,35.36,81.75,48.93,52.56,75.07,100.68
2014-07-01,93.52,89.71,128.15,15.6,109.17,25.08,130.54,86.47,73.63,26.4,591.49,166.81,81.82,30.98,105.87,57.57,42.29,101.0,144.56,41.87,101.45,39.0,30.08,79.28,35.48,81.89,49.37,52.72,75.28,101.36
2014-07-02,93.48,89.74,127.62,15.85,109.56,25.03,130.23,86.44,72.22,26.61,590.78,166.89,81.98,30.98,105.86,56.97,42.29,100.53,145.23,41.9,99.7,38.895,30.37,79.56,35.67,82.49,49.66,52.66,75.62,101.57
2014-07-03,94.03,90.01,128.51,16.03,111.08,25.19,131.19,86.84,71.39,26.86,593.08,169.46,82.05,31.14,105.42,57.05,42.23,100.98,145.41,41.8,98.22,39.225,30.53,79.98,35.84,83.35,49.71,53.0,75.75,102.59
2014-07-07,95.968,90.73,129.09,15.94,110.16,25.23,130.47,86.59,71.58,26.75,590.76,167.78,81.42,31.03,106.47,56.67,42.14,100.17,144.91,41.99,98.48,39.325,30.49,80.19,36.02,82.22,49.75,52.5,76.07,102.65
2014-07-08,95.35,90.36,126.79,15.58,109.46,25.07,129.9,85.86,72.32,26.37,578.4,164.91,80.76,30.79,105.72,55.76,41.94,100.09,144.56,41.78,98.9,38.835,30.15,80.56,35.56,81.93,48.76,52.25,76.65,102.83
2014-07-09,95.39,90.87,126.79,15.6,110.14,25.44,131.39,87.22,72.11,26.32,583.36,164.67,80.73,30.89,106.04,56.02,41.95,101.07,144.68,41.67,98.83,39.345,30.05,81.67,35.65,82.74,48.9,52.19,77.21,103.55
2014-07-10,95.035,91.41,126.79,15.44,109.36,25.44,130.25,86.86,72.39,26.2,580.04,163.42,79.4,31.26,105.8,55.56,42.26,100.58,143.89,41.685,99.39,38.75,30.0,81.61,35.7,82.08,49.64,51.81,77.06,102.57
2014-07-11,95.22,91.64,128.09,15.38,109.96,25.52,128.47,86.89,72.16,26.55,586.65,164.8,79.61,31.25,105.1,55.8,41.97,100.37,144.31,42.09,98.97,38.645,30.07,81.16,35.76,82.87,50.32,51.49,76.82,101.74
2014-07-14,96.45,91.97,129.52,15.57,110.09,25.44,129.26,86.76,71.54,26.66,594.26,167.0,79.46,31.49,105.38,56.29,42.38,100.47,145.0,42.14,97.42,38.975,30.24,81.32,35.86,84.27,50.53,51.31,76.55,102.68
2014-07-15,95.32,91.63,129.1,15.81,109.85,25.67,129.26,86.15,72.03,26.61,593.06,169.17,79.86,31.71,103.28,58.27,42.1,100.3,145.06,42.45,98.32,39.015,30.41,81.26,36.24,83.9,50.71,51.35,76.84,102.39
2014-07-16,94.78,92.05,127.42,15.51,111.4,25.98,130.89,85.35,72.42,27.02,590.62,170.47,79.66,34.65,102.22,58.71,42.12,99.27,146.17,44.08,98.72,38.46,30.96,80.94,36.45,83.76,50.96,51.17,76.86,103.77
2014-07-17,93.0899,90.84,125.88,15.2,110.17,25.63,130.08,85.03,72.36,26.61,580.82,170.14,80.08,33.7,100.37,57.86,42.02,98.37,143.54,44.53,97.58,38.265,30.73,80.55,36.03,85.11,50.32,50.68,76.61,102.31
2014-07-18,94.43,92.47,127.64,15.49,110.17,25.91,130.39,85.81,73.11,26.46,605.11,171.47,80.08,33.7,101.8,58.23,42.43,98.99,144.83,44.69,98.78,38.76,30.73,80.55,36.17,85.52,50.75,51.28,77.09,102.73
2014-07-21,93.939,91.86,128.3,15.52,110.23,25.85,131.29,85.74,73.36,25.98,598.44,171.72,79.71,34.06,101.27,58.24,42.4,97.55,144.3,44.835,98.68,38.41,30.35,80.28,35.96,85.06,50.7,51.05,76.77,103.08
2014-07-22,94.72,92.88,129.74,15.52,110.06,25.95,132.58,86.21,73.29,26.02,603.57,175.02,80.54,34.7901,102.47,58.67,41.19,96.27,145.12,44.83,98.35,38.52,30.49,80.1,35.94,86.05,50.98,51.35,76.64,103.54
2014-07-23,97.19,92.96,126.71,15.52,108.38,25.68,133.88,86.04,73.4,25.91,605.19,176.82,81.02,34.5,102.19,59.0,40.81,95.35,144.68,44.87,98.49,38.685,30.39,79.99,35.88,85.94,50.91,51.33,76.99,104.25
2014-07-24,97.03,92.37,124.4,15.62,105.04,25.83,134.85,86.8,74.03,25.94,603.01,176.26,81.2,34.25,102.2,59.17,40.97,95.35,145.13,44.4,98.72,39.3,30.34,80.26,35.5,85.68,51.05,51.59,76.35,104.28
2014-07-25,97.671,92.22,123.2,15.59,104.85,25.97,133.57,86.23,73.21,25.79,598.08,179.6,81.03,34.25,102.11,59.01,41.0,95.72,145.12,44.5,98.45,38.86,30.19,79.56,35.54,84.68,51.28,51.6,75.97,103.18
2014-07-28,99.02,92.4,123.06,15.5,104.15,25.92,133.24,87.15,74.39,25.59,599.02,175.95,81.07,34.23,102.11,59.19,40.68,95.78,145.53,43.97,99.58,39.2,30.1,79.26,36.36,85.75,51.58,51.6,75.71,103.25
2014-07-29,98.38,92.35,122.32,15.34,104.69,25.71,132.42,86.2,73.98,25.45,593.95,175.54,80.98,34.19,101.96,58.64,40.35,95.82,144.02,43.885,98.4,39.05,29.73,78.65,36.59,84.27,51.97,51.54,75.44,103.55
2014-07-30,98.15,96.25,122.29,15.58,103.38,25.63,132.53,87.21,73.05,25.64,595.44,175.76,81.76,34.35,102.3,58.91,39.62,95.95,143.74,43.5785,96.34,39.805,29.26,78.16,36.36,82.95,51.76,52.1,74.78,103.25
2014-07-31,95.6,94.39,120.48,15.25,100.75,25.23,129.24,85.88,72.13,25.15,579.55,172.87,80.85,33.89,100.09,57.67,39.29,94.56,140.89,43.16,93.89,38.565,28.7,77.32,35.59,81.05,50.42,50.9,73.58,98.94
2014-08-01,96.13,95.56,120.38,14.98,100.52,25.0,127.9,85.38,72.2,25.35,573.6,170.25,79.75,33.745,99.9,56.48,39.4,94.3,140.75,42.86,94.05,39.41,28.86,79.65,35.33,82.27,49.83,50.35,73.54,98.8
2014-08-04,95.59,95.56,119.93,15.05,101.81,25.165,128.17,87.24,72.2,25.27,582.27,171.69,80.03,34.05,100.16,56.65,39.4,94.31,140.75,43.37,94.05,38.58,28.75,79.22,35.46,82.27,50.21,50.99,73.54,100.13
2014-08-05,95.12,94.79,121.27,15.0,101.5,24.97,124.96,86.75,70.98,25.02,573.14,169.42,80.03,32.82,99.82,56.06,39.18,93.43,139.78,43.08,92.59,38.46,28.41,79.41,35.11,80.99,49.66,50.4,73.34,98.2
2014-08-06,94.96,95.65,118.34,15.2,101.49,24.93,125.73,86.59,69.84,25.44,574.49,169.74,80.52,32.845,100.71,56.23,39.92,93.47,139.55,42.74,92.35,38.57,28.28,81.09,34.62,81.5,49.13,50.06,74.2,98.98
2014-08-07,94.48,97.24,119.84,15.12,101.94,24.86,125.65,85.51,70.6,25.5,571.81,169.1,80.47,32.68,99.93,55.91,39.35,93.31,139.13,43.23,93.97,38.175,28.04,80.14,34.21,79.26,48.65,49.7,73.95,98.27
2014-08-08,94.74,98.11,120.63,15.2,103.28,25.03,127.86,86.85,71.75,25.66,577.94,172.26,82.43,32.6,101.08,56.34,39.45,93.55,140.85,43.2,95.45,38.53,28.34,80.95,34.47,80.12,48.7,50.0,74.67,99.74
