date,AAPL,AMT,BA,BAC,CAT,CSCO,CVX,DIS,DUK,GE,GOOGL,GS,HD,INTC,JNJ,JPM,KO,MCD,MMM,MSFT,NEE,NKE,PFE,PG,T,UNH,VZ,WFC,WMT,XOM
2013-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-11,0.010422346737563704,-0.008824292758889296,-0.009012539184952928,0.008503401360544283,-0.0025813113061434745,0.0051984877126654006,0.0,0.0016465422612514935,0.0020289855072463947,-0.0022222222222222365,-0.0037562548066196744,0.004221635883905117,-0.009401581853454855,0.0014285714285715567,-0.0009273979862216564,0.0006169031462059937,-0.004126902244003139,0.003162221987983438,-0.00038963569062921977,0.011252268602540694,0.0011095700416090537,0.01154057519692242,0.009672619047619069,0.0007920792079207928,-0.0011341083073435065,-0.010737790093522714,-0.0006764374295378239,0.010894495412843819,-0.0011191941801902416,-0.003724184629274374
2013-02-12,-0.02506658265438,-0.01034302173343793,0.0015816528272043495,0.03246205733558183,0.006418219461697738,-0.014104372355430272,0.007436873054306403,0.0036529680365298134,0.005206826728377134,0.00579064587973277,-0.0021984100150868047,0.012283236994219626,0.014160891834889888,0.007608178792201548,0.00517172788754805,0.009864364981504448,-0.02719502719502709,-0.0007355259010193294,0.008185538881309684,0.00071787508973431,0.00429481850928215,-0.002354219485693476,-0.005526897568165157,0.0022424482258276424,0.010502412716435039,-0.0019257703081232425,0.0027075812274368616,0.007090187180941676,0.0,0.0020389669234253116
2013-02-13,-0.001902972347059051,-0.021034528376769446,-0.015923147782602842,-0.0061249489587585915,-0.008640197490228374,0.008106819265617737,-0.008326180257510751,0.00018198362147403557,-0.009784172661870594,0.03587245349867141,0.0027667993293756243,0.002660437349944811,0.0019310754604873193,0.002831524303916977,-0.0018469656992085026,-0.009361009361009365,-0.009318423855165126,-0.011566771819137678,-0.0057993427411558995,0.0053802008608321295,0.0008277003724652676,-0.00962062080232351,0.0003705075954056891,0.007633587786259444,-0.0050561797752809445,0.003858972110156067,0.0018001800180018623,-0.01070121092649945,-0.0001400560224090741,0.002373954329640604
2013-02-14,-0.0008993398845246192,-0.007027027027026955,0.002005883926183616,-0.0032867707477403085,-0.003216434945009339,-0.007095553453169479,0.0015580368735392813,-0.0014556040756913413,-0.011915140947398872,0.0008550662676356513,0.00633579482897062,0.00912503235827078,-0.0016308376575240313,-0.0009411764705882231,0.0019825535289452745,0.011092851273623694,-0.009943563558183266,-0.004680851063829761,-0.0007777561734395588,0.0003567606136281043,-0.004824259131633313,0.0010997067448679232,0.0022222222222221255,0.002873563218390718,-0.0036702428006776255,-0.0031452035645640475,-0.004267744833782672,0.002277255906632414,-0.007984311528225319,-0.0016916657268524204
2013-02-15,-0.013779787444715974,0.02313554708764287,0.0013345789403442776,-0.008244023083264773,-0.0047881752888517815,0.0,-0.006481721545242403,0.01330174927113692,0.0008823529411765563,-0.005126014523707867,0.006435391585018602,-0.0060283460527159605,0.0026730026730026335,-0.005416862929816357,0.004616805170821747,-0.006907761072734608,0.01574375678610207,0.0036340316374519066,0.004378283712784592,-0.0010699001426532906,0.0041551246537396835,0.0060417429513,0.008499630450850004,-0.003125814014066086,0.0019835647492207897,0.004732690622261337,0.0015790660951950919,-0.0014200511218405154,-0.021462863597853654,-0.0018075011296881938
2013-02-19,-0.0003696542743747422,-0.007448789571694592,-0.0050646408103425244,0.013300083125519446,-0.0001045915699194877,0.02239161505478804,0.008350730688935437,0.00215788527243288,0.013223626212165662,0.01975096607986271,0.017606529963859474,0.023614426737208927,0.0004443127962086013,-0.0014207909069380298,0.010504201680672232,0.01166121112929619,0.006680919294494991,-0.0005324813631524261,0.009202751138235099,0.001249553730810371,0.0055172413793105335,-0.008735213830755262,0.015390252839868168,0.010974653775803311,0.008766968325791824,-0.011514305652477352,0.0022522522522523403,-0.0005688282138792689,-0.007792207792207684,0.010864644635581566
2013-02-20,-0.02421750404791767,-0.008978826051996847,0.0017414601473542124,-0.03199343724364223,-0.024895397489539728,-0.01654240447343902,-0.008022774327122173,-0.020276332316526036,-0.0015951276102088574,-0.01431578947368417,-0.017834803099534335,-0.021872045382918315,-0.016432272390821567,-0.016836613706426418,-0.004028066528066421,-0.01698685540950462,0.0015927794000529794,0.000639318060735139,-0.009886734497984273,-0.006239971474416128,0.0005486968449930352,-0.008261428309160879,-0.005052327679538116,-0.0038769707934867004,-0.005606952621250438,-0.02559124602894447,0.009438202247191052,-0.0011383039271485318,0.006544502617800818,-0.003918495297805524
2013-02-21,-0.006216333392595863,-0.0022988505747126853,0.016448248194704584,-0.03220338983050852,-0.01812915683329752,-0.016346837242359524,0.0,-0.007875457875457847,-0.0002904865649963062,-0.006407518154634695,0.003874176743745128,-0.02770975641190887,-0.031005418422637043,-0.02315484804630974,0.002870189171559012,-0.007405883563052829,-0.0005300821627350905,0.0024491534447876884,-0.0041686863790596496,-0.013634732687477613,-0.005621058404167711,0.009626064420585001,-0.005803409503083112,-0.0005189413596262682,-0.0011277135607555833,0.0005433798224958597,0.0044523597506678225,0.01025641025641022,0.015171218032076439,-0.004271102618860212
2013-02-22,0.010649249562166174,0.010029818378964439,0.008551506380739315,0.0017513134851137035,0.00010925379656945289,0.00674373795761074,0.008435516131837462,0.0014768321949418795,0.00915298561673672,0.005588993981083368,0.005254383382877537,0.021275185577942723,0.018639328984156656,0.008395061728395214,-0.00806556524001567,0.013678756476683818,0.02147971360381873,0.011790949649458149,0.007982866043613868,0.00982175336486013,0.003033227629946289,-0.0012834616795013298,-0.0010944910616563774,-0.0006490134994809882,0.007056167090036647,-0.01393917451122384,0.006205673758865382,0.010152284263959421,0.00199259891830339,0.006885653008240178
2013-02-25,-0.017768247274127513,-0.011540526033279597,-0.02126271849726058,-0.03583916083916083,-0.02599956303255413,-0.011483253588516651,-0.020869265263883996,-0.012165898617511495,-0.005038871292830316,-0.024796921761436552,-0.011179126101891645,-0.041793756895320944,-0.025312595303446095,-0.009304603330068661,-0.0089180327868853,-0.02473931711306465,-0.020768431983385405,0.009343832020997311,-0.01728800463588953,-0.014048991354466911,-0.007697594501718252,-0.00789425371764274,-0.019722425127830512,-0.013897908819327065,-0.013733183856502351,-0.021479713603818618,0.007048458149779835,-0.02875488553880512,0.0005681818181817455,-0.01681614349775784
2013-02-26,0.01393361377616098,0.025115395058376455,0.008263361322137897,0.009066183136899442,0.00886047554957381,-0.002516940948693147,0.012506605601549925,0.005784661317409956,0.0069454492837506265,0.010521701008329831,-0.0008092871703601068,0.002370470707754757,0.056946182728410566,0.017301038062283558,0.002381897578404235,-0.002096436058700246,0.01033934252386004,0.0008321198252547735,0.005503685503685629,0.0,0.0011081867294640002,0.004256106587712916,0.007078986587183422,0.0021074815595363283,0.008525149190111048,-0.004690431519699834,0.008748906386701671,-0.0011497556769186623,0.009511641113004066,0.009236031927023935
2013-02-27,-0.009800665746782178,0.025029797377830842,0.022604097818902824,0.015274034141958603,0.0255697609783212,0.013684006211180044,0.014700765483646627,0.010760667903525034,0.007759735594194517,0.0138828633405641,0.012213115811177788,0.024662162162162105,0.007400828892835998,0.017006802721088565,0.0075247524752475314,0.03529411764705892,0.008921542902125434,-0.00509249636250253,0.01231551168018763,0.01607599561563755,-0.004566210045662045,0.0012898470609914447,0.014058453570107154,0.008806519453207207,0.010143702451394843,0.015457115928369403,0.004986990459670437,0.010935251798561252,0.007734495851497547,0.011524121568184276
2013-02-28,-0.007129597117929709,0.0025839793281652312,-0.005946225439503516,-0.006194690265486802,0.0013008130081302305,-0.0016754427955959494,0.004286326618088365,0.0020190895741558634,-0.012548124910879754,-0.006418485237484006,0.0017754632330220232,-0.012462908011869556,0.006464883925947573,-0.0023889154323937234,-0.0027515723270439274,-0.007305194805194759,0.007022106631989544,0.001775827849159084,0.004151781403881394,-0.00035958288385462556,-0.0009730330831246858,0.0022083179977916423,-0.0014593214155417256,-0.00742671009771978,0.0016736401673638213,-0.0077965472433635385,0.003883495145631022,-0.001423284941645453,-0.012280212112754652,0.0002233888082205926
